Adeiny Hechavarria,26.19
Alexei Ramirez,31.55
Freddy Galvis,32.28
Brandon Phillips,33.69
Didi Gregorius,35.53
Alcides Escobar,41.72
Wilson Ramos,44.11
Adonis Garcia,45.5
Chase Headley,47.36
Javier Baez,50.56
Jose Iglesias,50.87
Melvin Upton,51.07
Rajai Davis,51.22
Elvis Andrus,52.06
Starling Marte,52.15
J.T. Realmuto,52.18
Josh Harrison,53.45
Salvador Perez,55.52
Danny Espinosa,56.22
Cheslor Cuthbert,57.4
