Josh Donaldson,176.55
Mike Trout,172.37
David Ortiz,166.78
Ben Zobrist,161.83
Joey Votto,154.74
Carlos Santana,150.04
Bryce Harper,149.38
Paul Goldschmidt,148.28
Brandon Belt,140.91
Jason Kipnis,139.81
Kris Bryant,138.76
Edwin Encarnacion,135.34
Corey Seager,132.8
Nolan Arenado,132.11
Mookie Betts,130.97
Anthony Rizzo,130.79
Freddie Freeman,129.04
Jose Bautista,128.2
Matt Carpenter,124.05
Dexter Fowler,120.22
